restaurant_link;restaurant_name;city;address;latitude;longitude;top_tags;price_level;meals;cuisines;special_diets;features;vegetarian_friendly;vegan_options;gluten_free;original_open_hours;avg_rating;total_reviews_count;excellent;very_good;average;poor;terrible;food;service;value
g187147-d1035336;Samo;Paris;1 rue du Champ de Mars, 75007 Paris France;48.856754;2.306949;Mid-range, Asian, Korean;€€-€€€;Lunch Dinner;Korean Asian;;Reservations Seating Serves Alcohol Table Service Wheelchair Accessible;N;N;N;"{""Mon"": [""12:00-14:30"", ""19:00-22:30""], ""Tue"": [""12:00-14:30"", ""19:00-22:30""], ""Wed"": [""12:00-14:30"", ""19:00-22:30""], ""Thu"": [""12:00-14:30"", ""19:00-22:30""], ""Fri"": [""12:00-14:30"", ""19:00-22:30""], ""Sat"": [], ""Sun"": [""12:00-14:30"", ""19:00-22:30""]}";4.0;96.0;12.0;9.0;5.0;0.0;0.0;4.0;4.0;4.0
g187147-d1035342;Self Longchamp;Paris;113 rue Lauriston, 75116 Paris France;48.86653;2.28699;Cheap Eats, French;€;Lunch;French;;Seating Wheelchair Accessible;N;N;N;;4.5;12.0;3.0;1.0;0.0;0.0;0.0;4.5;4.5;4.5
g187147-d1035402;Vero Dodat;Paris;19 Galerie Vero Dodat, 75001 Paris France;48.86263;2.340068;Mid-range, French, European;€€-€€€;Lunch Dinner;French European;;Reservations Outdoor Seating Seating Wheelchair Accessible Serves Alcohol Table Service;N;N;N;;4.5;81.0;19.0;2.0;2.0;1.0;1.0;4.0;4.5;4.5
g187147-d1035412;Bullier Café Restaurant;Paris;22 avenue de l Observatoire, 75014 Paris France;48.839554;2.336614;Mid-range, French, Bar, European;€€-€€€;Breakfast Lunch Dinner Brunch After-hours;French Bar European;;Reservations Outdoor Seating Seating Wheelchair Accessible Serves Alcohol Full Bar Table Service;N;N;N;"{""Mon"": [""07:00-00:00""], ""Tue"": [""07:00-00:00""], ""Wed"": [""07:00-00:00""], ""Thu"": [""07:00-00:00""], ""Fri"": [""07:00-00:00""], ""Sat"": [""07:00-00:00""], ""Sun"": [""08:00-00:00""]}";3.5;311.0;17.0;27.0;14.0;2.0;8.0;3.5;3.5;3.5
g187147-d1035436;Ma pomme en colimaçon;Paris;107 rue de Menilmontant, 75020 Paris France;48.8693;2.39202;Mid-range, French;€€-€€€;Dinner;French;;Reservations Seating Wheelchair Accessible Table Service;N;N;N;"{""Mon"": [""17:00-02:00""], ""Tue"": [""17:00-02:00""], ""Wed"": [""17:00-02:00""], ""Thu"": [""17:00-02:00""], ""Fri"": [""17:00-02:00""], ""Sat"": [""17:00-02:00""], ""Sun"": []}";4.5;21.0;1.0;0.0;0.0;0.0;0.0;4.5;4.5;4.5
g187147-d1035521;Le Rosmarino;Paris;174 boulevard Voltaire, 75011 Paris France;48.85519;2.38417;Cheap Eats;€;Dinner;;;Reservations Seating Wheelchair Accessible Table Service;N;N;N;;4.0;15.0;1.0;0.0;0.0;0.0;0.0;3.5;3.5;4.0
g187147-d1035524;La Forchetta;Paris;85 rue Daguerre, 75014 Paris France;48.835827;2.324547;Mid-range, Italian, Mediterranean, European;€€-€€€;Lunch Dinner;Italian Mediterranean European;;Takeout Reservations Seating Wheelchair Accessible Serves Alcohol Table Service;N;N;N;;4.0;154.0;14.0;7.0;0.0;0.0;1.0;4.0;4.0;4.0
g187147-d1035529;Aux Arts et Sciences reunis;Paris;161 avenue Jean Jaures, 75019 Paris France;48.88719;2.386964;Mid-range, French, European;€€-€€€;Lunch Dinner;French European;;Reservations Seating Wheelchair Accessible Serves Alcohol Full Bar Table Service;N;N;N;"{""Mon"": [""12:00-14:30"", ""19:00-22:00""], ""Tue"": [""12:00-14:30"", ""19:00-22:00""], ""Wed"": [""12:00-14:30"", ""19:00-22:00""], ""Thu"": [""12:00-14:30"", ""19:00-22:00""], ""Fri"": [""12:00-14:30"", ""19:00-22:00""], ""Sat"": [""12:00-14:30"", ""19:00-22:00""], ""Sun"": []}";4.0;222.0;5.0;8.0;7.0;1.0;0.0;4.0;4.0;4.0
g187147-d1035567;La Zygotheque;Paris;15 rue de Tolbiac, 75013 Paris France;48.82935;2.374458;Mid-range, French, European;€€-€€€;Lunch Dinner After-hours;French European;;Reservations Seating Wheelchair Accessible Serves Alcohol Full Bar Table Service;N;N;N;"{""Mon"": [""12:00-14:30"", ""19:00-22:30""], ""Tue"": [""12:00-14:30"", ""19:00-22:30""], ""Wed"": [""12:00-14:30"", ""19:00-22:30""], ""Thu"": [""12:00-14:30"", ""19:00-22:30""], ""Fri"": [""12:00-14:30"", ""19:00-22:30""], ""Sat"": [], ""Sun"": []}";4.0;155.0;6.0;8.0;0.0;1.0;1.0;4.5;4.0;4.0
g187147-d1035568;Chez Pradel;Paris;168 rue Ordener, 75018 Paris France;48.893906;2.335158;Cheap Eats, French, European;€;Lunch Drinks;French European;;Reservations Outdoor Seating Seating Wheelchair Accessible Serves Alcohol Full Bar Wine and Beer Accepts Visa Table Service Free Wifi;N;N;N;"{""Mon"": [], ""Tue"": [""08:00-22:15""], ""Wed"": [""08:00-22:15""], ""Thu"": [""08:00-22:15""], ""Fri"": [""08:00-22:15""], ""Sat"": [""08:00-22:15""], ""Sun"": [""08:00-22:15""]}";4.5;209.0;25.0;6.0;0.0;0.0;3.0;4.5;4.5;4.5
g187147-d1035587;Le Cafe Dumas;Paris;34 avenue de Villiers place du Général Catroux, 75017 Paris France;48.882442;2.311904;Mid-range, French;€€-€€€;Lunch Dinner Drinks;French;;Outdoor Seating Accepts American Express Accepts Visa Free Wifi Reservations Seating Serves Alcohol Accepts Credit Cards Table Service Wheelchair Accessible;N;N;N;"{""Mon"": [""07:00-12:00""], ""Tue"": [""07:00-12:00""], ""Wed"": [""07:00-12:00""], ""Thu"": [""07:00-12:00""], ""Fri"": [""07:00-12:00""], ""Sat"": [""09:00-12:00""], ""Sun"": [""09:00-12:00""]}";3.5;187.0;10.0;12.0;2.0;0.0;0.0;4.0;4.0;3.5
g187147-d1035603;La Ferronnerie;Paris;18 rue de la Chaise, 75007 Paris France;48.85301;2.32703;Mid-range, French, European;€€-€€€;Dinner Lunch;French European;;Reservations Seating Serves Alcohol Wheelchair Accessible Table Service;N;N;N;;4.5;76.0;28.0;10.0;1.0;1.0;0.0;4.5;4.5;4.5
g187147-d1035621;Hansan;Paris;192 avenue Victor Hugo, 75116 Paris France;48.8651;2.27424;Fine Dining, Chinese, Asian;€€€€;Lunch Dinner;Chinese Asian;;Takeout Reservations Seating Wheelchair Accessible Serves Alcohol Table Service Outdoor Seating;N;N;N;"{""Mon"": [], ""Tue"": [""12:00-14:30"", ""19:00-22:30""], ""Wed"": [""12:00-14:30"", ""19:00-22:30""], ""Thu"": [""12:00-14:30"", ""19:00-22:30""], ""Fri"": [""12:00-14:30"", ""19:00-22:30""], ""Sat"": [""12:00-14:30"", ""19:00-22:30""], ""Sun"": [""12:00-14:30"", ""19:00-22:30""]}";4.0;87.0;3.0;2.0;2.0;1.0;1.0;4.5;4.0;3.5
g187147-d10371885;Royal Luxembourg;Paris;3 rue Gay Lussac, 75005 Paris France;48.84673;2.34099;Mid-range, French, Spanish, Basque;€€-€€€;;French Spanish;;Reservations Seating Table Service Wheelchair Accessible;N;N;N;;4.0;12.0;2.0;1.0;0.0;0.0;1.0;4.5;4.5;4.5
g187147-d10374162;Le Grain;Paris;12 rue Henri Desgrange, 75012 Paris France;48.83945;2.38158;Mid-range, Cafe;€€-€€€;Breakfast Brunch;Cafe;;Reservations Wheelchair Accessible;N;N;N;;5.0;11.0;1.0;0.0;0.0;0.0;0.0;;;
g187147-d10379425;Les Belles Envies;Paris;3 rue Monge, 75005 Paris France;48.849102;2.349047;Cheap Eats, Dessert, French;€;;French;;Takeout Seating Wheelchair Accessible;N;N;N;"{""Mon"": [], ""Tue"": [""11:00-20:00""], ""Wed"": [""11:00-20:00""], ""Thu"": [""11:00-20:00""], ""Fri"": [""11:00-20:00""], ""Sat"": [""11:00-20:00""], ""Sun"": [""11:00-19:00""]}";4.5;84.0;1.0;0.0;0.0;0.0;0.0;4.5;4.5;4.0
g187147-d10451892;O'Woks;Paris;115 rue Manin, 75019 Paris France;48.88352;2.388655;Chinese, Japanese, Asian, Thai;;;Asian Thai Chinese Japanese;;Takeout Delivery Seating Wheelchair Accessible;N;N;N;;2.5;17.0;0.0;0.0;1.0;0.0;1.0;;;
g187147-d10454425;Wajda;Paris;10 rue de la Grande Chaumiere, 75006 Paris France;48.84233;2.33068;Mid-range, French;€€-€€€;;French;;Reservations Seating Wheelchair Accessible Table Service;N;N;N;;4.5;24.0;3.0;1.0;1.0;1.0;0.0;4.5;4.5;4.5
g187147-d10462334;cojean Parvis La Défense;Paris;4 Place de la Défense, 92053 Paris France;48.8853;2.32721;French, Fast food, European, Healthy;;Breakfast Lunch;Fast food Soups French European Healthy;;Takeout Outdoor Seating Seating Wheelchair Accessible Free Wifi;N;N;N;"{""Mon"": [""08:00-16:00""], ""Tue"": [""08:00-16:00""], ""Wed"": [""08:00-16:00""], ""Thu"": [""08:00-16:00""], ""Fri"": [""08:00-16:00""], ""Sat"": [], ""Sun"": []}";4.0;2.0;0.0;1.0;0.0;0.0;0.0;;;
g187147-d10467900;Melted;Paris;43 rue Notre Dame de Lorette, 75009 Paris France;48.87951;2.33609;Mid-range, French;€€-€€€;Dinner;French;;Reservations Wheelchair Accessible;N;N;N;"{""Mon"": [], ""Tue"": [""17:00-02:00""], ""Wed"": [""17:00-02:00""], ""Thu"": [""17:00-02:00""], ""Fri"": [""17:00-02:00""], ""Sat"": [""17:00-02:00""], ""Sun"": []}";5.0;11.0;9.0;2.0;0.0;0.0;0.0;5.0;5.0;4.5
g187147-d10468616;Pascal & Anthony;Paris;32 rue de Dantzig, 75015 Paris France;48.8335;2.298667;Cheap Eats, Bakeries;€;Breakfast;;;Takeout Seating Wheelchair Accessible Table Service;N;N;N;;4.0;25.0;2.0;0.0;0.0;0.0;1.0;4.0;3.5;4.0
g187147-d10469728;Le Bistrot Des Gascons;Paris;26 avenue de Tourville, 75007 Paris France;48.854267;2.306699;Mid-range, French, European, Vegetarian Friendly;€€-€€€;Breakfast Lunch Dinner Brunch;French European;Vegetarian Friendly, Vegan Options;Reservations Outdoor Seating Seating Wheelchair Accessible Serves Alcohol Free Wifi Table Service Full Bar;Y;Y;N;"{""Mon"": [""08:30-00:00""], ""Tue"": [""08:30-00:00""], ""Wed"": [""08:30-00:00""], ""Thu"": [""08:30-00:00""], ""Fri"": [""08:30-00:00""], ""Sat"": [""08:30-00:00""], ""Sun"": [""09:00-18:00""]}";4.0;160.0;30.0;11.0;2.0;2.0;2.0;4.0;4.0;3.5
g187147-d10470232;Salon Proust;Paris;15 Place Vendôme, 75001 Paris France;48.86796;2.328962;Fine Dining, French, European;€€€€;;French European;;Seating Wheelchair Accessible Table Service Reservations Parking Available Serves Alcohol;N;N;N;;4.0;131.0;37.0;5.0;6.0;3.0;3.0;4.0;4.5;4.0
g187147-d10475135;Ritz Bar;Paris;15 Place Vendome, 75001 Paris France;48.868057;2.328611;Fine Dining, French, European;€€€€;Lunch Dinner Drinks;French European;;Seating Wheelchair Accessible Serves Alcohol Full Bar Wine and Beer Table Service Reservations;N;N;N;"{""Mon"": [""08:00-02:00""], ""Tue"": [""08:00-02:00""], ""Wed"": [""08:00-02:00""], ""Thu"": [""08:00-02:00""], ""Fri"": [""08:00-02:00""], ""Sat"": [""08:00-02:00""], ""Sun"": [""08:00-02:00""]}";4.5;227.0;66.0;20.0;5.0;1.0;3.0;4.5;4.5;4.0
g187147-d10480615;Buffet Dost;Paris;92 rue d Avron, 75020 Paris France;48.852283;2.405194;Cheap Eats, Fast food, Turkish, Middle Eastern;€;Lunch Dinner;Turkish Middle Eastern Fast food;;Takeout Table Service Seating Wheelchair Accessible;N;N;N;;4.5;27.0;2.0;1.0;0.0;0.0;0.0;5.0;3.5;4.0
g187147-d10486885;La Boulange De Cambronne;Paris;22 rue Cambronne, 75015 Paris France;48.8464;2.30172;Cheap Eats, Dessert;€;Breakfast Brunch;;;Wheelchair Accessible;N;N;N;;4.5;11.0;0.0;0.0;1.0;0.0;0.0;;;
g187147-d1049074;Comptoir de la Gastronomie;Paris;34 rue Montmartre, 75001 Paris France;48.864574;2.345303;Mid-range, French, European, Gluten Free Options;€€-€€€;Brunch Lunch Dinner After-hours;French European;Gluten Free Options;Outdoor Seating Seating Serves Alcohol Wine and Beer Accepts American Express Accepts Mastercard Accepts Visa Reservations Wheelchair Accessible Accepts Credit Cards Table Service;N;N;Y;"{""Mon"": [""12:00-23:00""], ""Tue"": [""12:00-23:00""], ""Wed"": [""12:00-23:00""], ""Thu"": [""12:00-23:00""], ""Fri"": [""12:00-00:00""], ""Sat"": [""12:00-00:00""], ""Sun"": []}";4.5;1279.0;462.0;136.0;45.0;6.0;18.0;4.5;4.5;4.0
g187147-d10499872;Restaurant Pacha;Paris;4 B rue des Ecoles, 75005 Paris France;48.847797;2.351724;Cheap Eats, Turkish, Middle Eastern;€;Dinner;Turkish Middle Eastern;;Wheelchair Accessible Reservations Table Service;N;N;N;;4.5;11.0;1.0;0.0;0.0;0.0;0.0;5.0;4.5;4.5
g187147-d1050534;Le Cafe du Commerce;Paris;51 rue du Commerce, 75015 Paris France;48.84637;2.295746;Mid-range, French, Bar, European;€€-€€€;Lunch Dinner After-hours;Deli French Bar European Pub;Vegetarian Friendly;Reservations Private Dining Seating Highchairs Available Wheelchair Accessible Serves Alcohol Full Bar Accepts Credit Cards Table Service;Y;N;N;"{""Mon"": [""12:00-14:30"", ""19:00-22:30""], ""Tue"": [""12:00-14:30"", ""19:00-22:30""], ""Wed"": [""12:00-14:30"", ""19:00-22:30""], ""Thu"": [""12:00-14:30"", ""19:00-22:30""], ""Fri"": [""12:00-14:30"", ""19:00-23:00""], ""Sat"": [""12:00-15:00"", ""19:00-23:00""], ""Sun"": [""12:00-15:00"", ""19:00-22:30""]}";4.0;1668.0;193.0;169.0;38.0;13.0;19.0;4.0;4.0;4.0
g187147-d10514095;Bistrot Du Metro;Paris;102 rue de Bercy, 75012 Paris France;48.838673;2.381051;Mid-range, French, Bar, European;€€-€€€;Breakfast Lunch Dinner Brunch;French Bar European;;Reservations Seating Wheelchair Accessible Serves Alcohol Full Bar Table Service;N;N;N;;4.0;120.0;5.0;6.0;2.0;1.0;1.0;4.0;4.0;4.0
g187147-d10524049;Hotel L'Ami Justin Restaurant;Paris;28 boulevard de Menilmontant, 75020 Paris France;48.85951;2.389118;Cheap Eats, French;€;Breakfast Lunch Dinner;French;;Reservations Seating Serves Alcohol Free Wifi Table Service Wheelchair Accessible;N;N;N;;3.5;75.0;4.0;5.0;2.0;1.0;2.0;4.0;4.5;4.0
g187147-d10525963;Le Bon Jour;Paris;6 rue de Maubeuge, 75009 Paris France;48.87643;2.340956;Mid-range, French, European;€€-€€€;Lunch Dinner;French European;;Reservations Seating Wheelchair Accessible Serves Alcohol Wine and Beer Accepts Credit Cards Table Service Outdoor Seating Private Dining;N;N;N;"{""Mon"": [""12:00-15:00"", ""18:00-23:00""], ""Tue"": [""12:00-15:00"", ""18:00-23:00""], ""Wed"": [""12:00-15:00"", ""18:00-23:00""], ""Thu"": [""12:00-15:00"", ""18:00-23:00""], ""Fri"": [""12:00-15:00"", ""18:00-23:00""], ""Sat"": [""12:00-00:00""], ""Sun"": []}";4.0;144.0;9.0;4.0;0.0;2.0;1.0;4.0;4.5;4.0
g187147-d10542790;Rodchenko;Paris;17 rue des Ecouffes, 75004 Paris France;48.85687;2.358644;Mid-range, Vegetarian Friendly, Kosher;€€-€€€;Dinner Lunch;;Vegetarian Friendly, Kosher;Reservations Seating Wheelchair Accessible Serves Alcohol Accepts Credit Cards Table Service;Y;N;N;;4.5;77.0;12.0;2.0;3.0;0.0;0.0;4.5;4.0;4.0
g187147-d1054409;Racines;Paris;8 Passage des Panoramas, 75002 Paris France;48.87141;2.341797;Mid-range, Italian, French, European;€€-€€€;Lunch Dinner;Italian French European;;Reservations Outdoor Seating Seating Wheelchair Accessible Serves Alcohol Table Service;N;N;N;"{""Mon"": [""12:00-14:30"", ""19:30-22:30""], ""Tue"": [""12:00-14:30"", ""19:30-22:30""], ""Wed"": [""12:00-14:30"", ""19:30-22:30""], ""Thu"": [""12:00-14:30"", ""19:30-22:30""], ""Fri"": [""12:00-14:30"", ""19:30-22:30""], ""Sat"": [], ""Sun"": []}";4.0;250.0;37.0;28.0;4.0;1.0;6.0;4.0;4.0;3.5
g187147-d10547137;Le Bistrot D'Antoine;Paris;10 rue Saint Antoine, 75004 Paris France;48.853516;2.366918;Cheap Eats, French, Bar, European;€;Breakfast Lunch Dinner After-hours Drinks;French Bar European;;Reservations Seating Wheelchair Accessible Serves Alcohol Accepts Credit Cards Table Service;N;N;N;"{""Mon"": [""07:00-00:00""], ""Tue"": [""07:00-00:00""], ""Wed"": [""07:00-00:00""], ""Thu"": [""07:00-00:00""], ""Fri"": [""07:00-00:00""], ""Sat"": [""07:30-00:00""], ""Sun"": [""07:30-00:00""]}";4.0;82.0;9.0;9.0;0.0;0.0;0.0;4.0;4.0;4.0
g187147-d1058481;L'Authre Bistro;Paris;22 rue des Ecoles, 75005 Paris France;48.848824;2.34833;Mid-range, French, Brew Pub, European;€€-€€€;Breakfast Lunch Dinner Brunch After-hours;Brew Pub Deli French European;;Outdoor Seating Seating Television Wheelchair Accessible Serves Alcohol Full Bar Wine and Beer Free Wifi Reservations Table Service Live Music;N;N;N;"{""Mon"": [""07:00-01:30""], ""Tue"": [""07:00-01:30""], ""Wed"": [""07:00-01:30""], ""Thu"": [""07:00-01:30""], ""Fri"": [""07:00-01:30""], ""Sat"": [""07:00-01:30""], ""Sun"": [""08:00-01:30""]}";4.0;222.0;31.0;51.0;20.0;3.0;1.0;4.0;4.0;4.0
g187147-d10592126;Suan Siam;Paris;42 rue du Faubourg du Temple, 75011 Paris France;48.869343;2.368976;Mid-range, Asian, Thai;€€-€€€;Lunch Dinner;Thai Asian;;Takeout Reservations Seating Wheelchair Accessible Table Service Gift Cards Available;N;N;N;;4.0;67.0;2.0;0.0;0.0;0.0;0.0;4.0;4.5;4.0
g187147-d10607144;Les Polissons;Paris;1 avenue Gambetta Belleville, Père Lachaise, 75020 Paris France;48.863194;2.388361;Mid-range, French, Steakhouse, Seafood;€€-€€€;Breakfast Lunch Dinner Brunch;French Steakhouse Seafood Healthy Central European European;;Reservations Seating Wheelchair Accessible Serves Alcohol Accepts Credit Cards Table Service;N;N;N;"{""Mon"": [""07:30-01:00""], ""Tue"": [""07:30-01:00""], ""Wed"": [""07:30-01:00""], ""Thu"": [""07:30-01:00""], ""Fri"": [""07:30-01:00""], ""Sat"": [""07:30-01:00""], ""Sun"": [""07:30-01:00""]}";4.0;65.0;4.0;0.0;1.0;0.0;0.0;3.5;4.0;3.5
g187147-d10628636;Amorino;Paris;Place De La Concorde Jardin des Tuileries, 75001 Paris France;48.864258;2.324474;Cheap Eats, Dessert;€;;;;Takeout Wheelchair Accessible;N;N;N;;4.0;41.0;10.0;0.0;2.0;0.0;1.0;4.5;3.5;3.5
g187147-d10678117;Pastavino;Paris;19 rue de Bretagne, 75003 Paris France;48.86236;2.36332;Mid-range, Italian, International;€€-€€€;;International Italian;;Seating Wheelchair Accessible;N;N;N;;3.5;17.0;1.0;1.0;0.0;2.0;0.0;3.5;3.0;3.0
g187147-d10681483;Thai Basilic;Paris;180 boulevard Macdonald, 75019 Paris France;48.898056;2.374722;Mid-range, Asian, Thai;€€-€€€;Lunch Dinner;Thai Asian;;Reservations Seating Wheelchair Accessible Serves Alcohol Table Service;N;N;N;;3.0;77.0;0.0;1.0;1.0;1.0;1.0;3.5;3.0;3.5
g187147-d10682588;Five Guys;Paris;42 Cour Saint Emilion, 75012 Paris France;48.833168;2.386916;Mid-range, Quick Bites, American, Fast food;€€-€€€;Lunch Dinner;American Fast food;;Takeout Outdoor Seating Seating Wheelchair Accessible Accepts Credit Cards;N;N;N;"{""Mon"": [""11:00-18:00""], ""Tue"": [""11:00-18:00""], ""Wed"": [""11:00-18:00""], ""Thu"": [""11:00-18:00""], ""Fri"": [""11:00-18:00""], ""Sat"": [""11:00-18:00""], ""Sun"": [""11:00-18:00""]}";3.0;893.0;30.0;23.0;14.0;5.0;10.0;3.0;3.0;2.0
g187147-d1069513;Le Perroquet Vert;Paris;7 rue Cavallotti, 75018 Paris France;48.886086;2.328467;Mid-range, French, European;€€-€€€;Lunch Dinner After-hours;French European;;Seating Reservations Wheelchair Accessible Table Service;N;N;N;"{""Mon"": [""19:00-23:30""], ""Tue"": [""19:00-23:30""], ""Wed"": [""19:00-23:30""], ""Thu"": [""19:00-23:30""], ""Fri"": [""19:00-23:30""], ""Sat"": [""19:00-23:30""], ""Sun"": []}";4.5;177.0;39.0;9.0;1.0;1.0;0.0;4.5;4.5;4.5
g187147-d1071288;Quedubon;Paris;22 rue du Plateau, 75019 Paris France;48.87803;2.384179;Mid-range, French, European;€€-€€€;Lunch Dinner After-hours;French European;;Reservations Seating Wheelchair Accessible Serves Alcohol Table Service;N;N;N;"{""Mon"": [""12:00-14:30"", ""19:30-23:00""], ""Tue"": [""12:00-14:30"", ""19:30-23:00""], ""Wed"": [""12:00-14:30"", ""19:30-23:00""], ""Thu"": [""12:00-14:30"", ""19:30-23:00""], ""Fri"": [""12:00-14:30"", ""19:30-23:30""], ""Sat"": [""12:00-14:30"", ""19:30-23:30""], ""Sun"": [""12:00-14:30"", ""19:30-23:30""]}";4.0;185.0;14.0;7.0;3.0;1.0;1.0;4.5;4.0;3.5
g187147-d10730580;Fratellini Caffe;Paris;10 Passage Susan Sontag, 75019 Paris France;48.89832;2.37469;Mid-range, Italian, Pizza;€€-€€€;Lunch Dinner;Italian Pizza;;Takeout Seating Wheelchair Accessible Serves Alcohol Accepts Credit Cards Table Service Reservations;N;N;N;"{""Mon"": [""11:00-23:00""], ""Tue"": [""11:00-23:00""], ""Wed"": [""11:00-23:00""], ""Thu"": [""11:00-23:00""], ""Fri"": [""11:00-23:00""], ""Sat"": [""11:00-23:00""], ""Sun"": [""11:00-23:00""]}";2.5;81.0;0.0;2.0;0.0;0.0;0.0;2.5;2.5;2.5
g187147-d10733561;Casa Flora;Paris;131 rue Saint Charles, 75015 Paris France;48.84384;2.28327;Mid-range, Italian, Vegetarian Friendly;€€-€€€;;Italian;Vegetarian Friendly;Seating Takeout Reservations Wheelchair Accessible Table Service;Y;N;N;;3.0;22.0;3.0;8.0;4.0;4.0;3.0;3.0;3.5;3.0
g187147-d10736038;Grom;Paris;19 rue Soufflot, 75005 Paris France;48.84722;2.341414;Cheap Eats, Dessert, Italian, Deli;€;;Italian Deli;;Takeout Seating Wheelchair Accessible;N;N;N;;4.5;50.0;7.0;4.0;1.0;0.0;0.0;5.0;4.5;4.0
g187147-d10742545;Monde Sans Frontieres;Paris;9 rue du Delta, 75009 Paris France;48.88235;2.34836;Cheap Eats, Fast food, Greek;€;Dinner;Fast food Greek;;Takeout Wheelchair Accessible;N;N;N;;2.5;18.0;1.0;0.0;2.0;0.0;2.0;3.0;3.0;3.5
g187147-d1075082;Verdi;Paris;4 Place des Alpes, 75013 Paris France;48.832115;2.358611;Mid-range, Italian, European;€€-€€€;Lunch Dinner After-hours;Italian European;;Reservations Seating Wheelchair Accessible Serves Alcohol Table Service Outdoor Seating;N;N;N;"{""Mon"": [""12:00-14:30"", ""19:00-22:30""], ""Tue"": [""12:00-14:30"", ""19:00-22:30""], ""Wed"": [""12:00-14:30"", ""19:00-22:30""], ""Thu"": [""12:00-14:30"", ""19:00-22:30""], ""Fri"": [""12:00-14:30"", ""19:00-22:30""], ""Sat"": [""12:00-14:30"", ""19:00-22:30""], ""Sun"": []}";3.5;147.0;7.0;6.0;4.0;2.0;5.0;3.5;3.5;3.5
g187147-d1075834;Starbucks;Paris;4 rue de Seze, 75009 Paris France;48.870247;2.32739;Mid-range, Quick Bites, Cafe;€€-€€€;Breakfast;Cafe;;Takeout Seating Free Wifi Wheelchair Accessible;N;N;N;;3.0;100.0;7.0;3.0;7.0;4.0;2.0;3.0;3.0;3.0
g187147-d10772012;MAXAM;Paris;59 rue de Montreuil, 75011 Paris France;48.850525;2.389446;Mid-range;€€-€€€;Dinner;;;Outdoor Seating Serves Alcohol Full Bar Wine and Beer Accepts American Express Accepts Mastercard Accepts Visa Free Wifi Reservations Seating Wheelchair Accessible Table Service;N;N;N;"{""Mon"": [""18:00-00:00""], ""Tue"": [""18:00-00:00""], ""Wed"": [""18:00-00:00""], ""Thu"": [""18:00-00:00""], ""Fri"": [""18:00-00:00""], ""Sat"": [""18:00-00:00""], ""Sun"": [""18:00-00:00""]}";4.5;12.0;1.0;0.0;0.0;0.0;0.0;5.0;5.0;5.0
g187147-d1077641;Brioche Doree;Paris;150 rue de Rennes, 75006 Paris France;48.84447;2.32425;Cheap Eats, Bakeries, French, Cafe;€;Breakfast Lunch;French Cafe Deli;;Takeout Seating Wheelchair Accessible Reservations;N;N;N;;4.0;99.0;8.0;19.0;7.0;2.0;6.0;4.0;4.0;4.0
g187147-d1078172;pain de sucre;Paris;14 rue Rambuteau, 75003 Paris France;48.86051;2.355641;Mid-range, Dessert, French, European;€€-€€€;;European French;;Takeout Wheelchair Accessible;N;N;N;"{""Mon"": [""10:00-20:00""], ""Tue"": [], ""Wed"": [], ""Thu"": [""10:00-20:00""], ""Fri"": [""10:00-20:00""], ""Sat"": [""10:00-20:00""], ""Sun"": [""10:00-19:00""]}";4.0;224.0;45.0;18.0;2.0;3.0;0.0;4.5;4.0;3.5
